"","año","codigo_ine","ccaa","prov","porcentaje_prp","degurba","ln_densidad","distancia_capital","mayores_65","porcentaje_inmigrantes","abstencion_previa","renta","porcentaje_parados"
"13486","2019","45005","Castilla - La Mancha","Toledo",5.91715976331361,"Rural areas",3.00979553232507,93.81,33.5766423357664,4.01459854014599,18.9075630252101,10057,14.1
"13488","2019","45006","Castilla - La Mancha","Toledo",18.3229813664596,"Rural areas",2.35670504752003,72.43,27.002427184466,0.910194174757281,33.0014224751067,8173,26.8
"13490","2019","45007","Castilla - La Mancha","Toledo",11.2570356472795,"Rural areas",2.53080695374412,94.55,23.8271604938272,2.59259259259259,23.2758620689655,9556,17.8
"13492","2019","45008","Castilla - La Mancha","Toledo",4.95867768595041,"Rural areas",1.8566322662262,53.02,34.3558282208589,3.68098159509202,15.1079136690647,10494,10.8
"13494","2019","45009","Castilla - La Mancha","Toledo",17.056856187291,"Rural areas",1.73423157165458,86.85,40.7692307692308,1.34615384615385,34.3511450381679,9869,17.2
"13496","2019","45010","Castilla - La Mancha","Toledo",19.85559566787,"Rural areas",2.51273951085287,96.88,51.7564402810305,0.702576112412178,25.0602409638554,12676,12.8
"13498","2019","45011","Castilla - La Mancha","Toledo",9.32203389830508,"Rural areas",2.23070338314797,70.99,43.1309904153355,1.2779552715655,14.0287769784173,9117,22.2
"13500","2019","45012","Castilla - La Mancha","Toledo",13.4122287968442,"Rural areas",2.11206056422152,16.39,28.2278481012658,5.69620253164557,22.8441754916793,10315,12.3
"13502","2019","45013","Castilla - La Mancha","Toledo",14.2194744976816,"Rural areas",3.48531660596181,52.34,24.0855106888361,7.93349168646081,23.094425483504,8804,13.7
"13504","2019","45014","Castilla - La Mancha","Toledo",14.5480225988701,"Cities and suburbs",4.85066333811957,24.63,17.3069460613116,3.49243306169965,34.0149625935162,9290,14.4
"13506","2019","45015","Castilla - La Mancha","Toledo",16.8674698795181,"Rural areas",3.36407727973134,21.72,19.9320498301246,4.75651189127973,27.8877887788779,10354,11.3
"13508","2019","45016","Castilla - La Mancha","Toledo",16.0583941605839,"Cities and suburbs",5.59872900297928,8.82,9.44219382985354,3.16297912122156,25.1665080875357,11416,10.7
"13510","2019","45017","Castilla - La Mancha","Toledo",7.07547169811321,"Rural areas",2.58996018386245,96.45,33.3333333333333,0.347222222222222,22.1374045801527,8794,27.8
"13512","2019","45018","Castilla - La Mancha","Toledo",25.3807106598985,"Rural areas",3.82741560427556,22.48,7.79816513761468,5.73394495412844,33.1325301204819,8292,16.2
"13514","2019","45019","Castilla - La Mancha","Toledo",13.5724331926864,"Cities and suburbs",4.74642223001281,9.82,13.1533101045296,4.74254742547425,28.0699376524803,12070,10.2
"13516","2019","45020","Castilla - La Mancha","Toledo",12.796697626419,"Rural areas",2.59137467319012,80.22,31.7345597897503,4.5335085413929,19.6124031007752,9412,14.2
"13518","2019","45021","Castilla - La Mancha","Toledo",16.3466528282304,"Rural areas",4.15327805727772,32.16,13.7254901960784,8.20915032679738,31.68,9606,12.5
"13520","2019","45022","Castilla - La Mancha","Toledo",20.7017543859649,"Rural areas",2.47259112606333,80.53,34.4339622641509,0.943396226415094,27.1099744245524,9746,19.4
"13522","2019","45023","Castilla - La Mancha","Toledo",20.7013574660633,"Cities and suburbs",4.71545622288174,10.05,9.14249684741488,1.67087011349306,27.8364722094626,11632,9.2
"13524","2019","45024","Castilla - La Mancha","Toledo",19.9754901960784,"Rural areas",3.61651611265436,23.54,20.470053070508,2.88097043214557,25.3295668549906,8985,12.3
"13526","2019","45025","Castilla - La Mancha","Toledo",21.4757709251101,"Rural areas",4.69045267580999,15.62,14.8415786548082,12.0066703724291,31.0373443983403,8845,17.6
"13528","2019","45026","Castilla - La Mancha","Toledo",21.5116279069767,"Rural areas",2.6603195056406,40.94,28.0155642023346,2.33463035019455,20.8530805687204,11915,11.6
"13530","2019","45027","Castilla - La Mancha","Toledo",13.5531135531136,"Rural areas",1.75498368261812,79.2,34.971098265896,0.289017341040462,20.5202312138728,11042,12.7
"13532","2019","45028","Castilla - La Mancha","Toledo",12.3638918159466,"Rural areas",3.05226693811026,85.77,19.5436934997848,1.37752905725355,25.979720471362,9584,19
"13534","2019","45029","Castilla - La Mancha","Toledo",6.28930817610063,"Rural areas",3.09489568684201,105.82,46.6346153846154,2.88461538461538,14.9253731343284,10893,18.1
"13536","2019","45030","Castilla - La Mancha","Toledo",13.0193905817175,"Rural areas",1.31363624906297,110.79,28.3553875236295,2.07939508506616,23.0125523012552,10456,16.4
"13538","2019","45031","Castilla - La Mancha","Toledo",20.068359375,"Rural areas",4.09107883155138,27.75,14.8484848484848,6.23737373737374,32.6110907087771,9256,13
"13540","2019","45032","Castilla - La Mancha","Toledo",14.7909967845659,"Rural areas",3.14438983629318,16.56,27.4336283185841,2.12389380530973,35.0917431192661,9072,17.5
"13542","2019","45033","Castilla - La Mancha","Toledo",19.5454545454545,"Rural areas",1.36256086315572,94.62,36.3372093023256,5.23255813953488,27.4052478134111,9202,18.5
"13544","2019","45034","Castilla - La Mancha","Toledo",11.9186046511628,"Rural areas",2.82824547741768,69.62,23.9860950173812,5.2143684820394,20.029563932003,8884,14.3
"13546","2019","45035","Castilla - La Mancha","Toledo",15.7657657657658,"Rural areas",2.68119557255983,57.83,29.8591549295775,3.38028169014085,24.5551601423488,10207,25.6
"13548","2019","45036","Castilla - La Mancha","Toledo",19.5020746887967,"Rural areas",2.76701175572112,33.46,29.07133243607,3.36473755047106,28.2012195121951,9148,16
"13550","2019","45037","Castilla - La Mancha","Toledo",12.8415300546448,"Rural areas",2.78393269019432,40.85,32.5353645266594,3.31882480957563,30.0062383031815,9751,16.7
"13552","2019","45038","Castilla - La Mancha","Toledo",23.4287839345482,"Cities and suburbs",5.27858667320935,34.92,9.30664465538589,3.32232769294263,29.2225201072386,11355,12.3
"13554","2019","45039","Castilla - La Mancha","Toledo",26.7045454545455,"Rural areas",2.64123203890206,39.35,29.0076335877863,4.9618320610687,14.2857142857143,10239,14.1
"13556","2019","45040","Castilla - La Mancha","Toledo",16.0194174757282,"Rural areas",3.7753940530414,48.49,21.2753623188406,4.98550724637681,37.2868791697554,8278,16.4
"13558","2019","45041","Castilla - La Mancha","Toledo",21.6272600834492,"Rural areas",4.12243194374048,36.8,11.9873261749692,10.6671360675937,29.8240938166311,9941,9.6
"13560","2019","45042","Castilla - La Mancha","Toledo",13.1386861313869,"Rural areas",1.8868493217241,14.01,39.8009950248756,3.48258706467662,25.1336898395722,11565,5.4
"13562","2019","45043","Castilla - La Mancha","Toledo",10.1823708206687,"Rural areas",3.22432387620306,61.9,31.6631130063966,3.83795309168443,17.1500630517024,11773,13.3
"13564","2019","45045","Castilla - La Mancha","Toledo",17.8137651821862,"Rural areas",4.08352267272531,60.54,19.7714285714286,3.88571428571429,31.3353566009105,8496,21.5
"13566","2019","45046","Castilla - La Mancha","Toledo",17.0224411603722,"Rural areas",4.47709177560082,47.55,18.2689335394127,0.80370942812983,30.8872305140962,7928,27.5
"13568","2019","45047","Castilla - La Mancha","Toledo",23.67717797969,"Rural areas",4.95743064366727,25.66,10.154173312068,9.78203083466241,36.0706062931696,9255,14.5
"13570","2019","45048","Castilla - La Mancha","Toledo",9.62962962962963,"Rural areas",2.3500048215151,51.38,34.4418052256532,2.37529691211401,22.3463687150838,10404,13.9
"13572","2019","45049","Castilla - La Mancha","Toledo",24.8502994011976,"Rural areas",2.79206282793203,72.65,24.1779497098646,3.28820116054159,29.5612009237875,9891,17.2
"13574","2019","45050","Castilla - La Mancha","Toledo",8.88888888888889,"Rural areas",3.18239154292684,33.88,14.8820326678766,1.27041742286751,27.1334792122538,10455,14.3
"13576","2019","45051","Castilla - La Mancha","Toledo",19.984387197502,"Rural areas",4.84759577927311,20.65,13.6585365853659,8.11529933481153,26.3522012578616,9030,15.1
"13578","2019","45052","Castilla - La Mancha","Toledo",18.3720045644732,"Cities and suburbs",5.67945643615006,8.19,7.47099767981439,0.904872389791183,21.2686567164179,14084,7.1
"13580","2019","45053","Castilla - La Mancha","Toledo",14.2993478606649,"Cities and suburbs",3.32826403563304,51.57,19.7639527905581,1.7003400680136,22.4109931292942,9734,12.6
"13582","2019","45054","Castilla - La Mancha","Toledo",15.308557790658,"Cities and suburbs",2.79005795435339,71.72,22.8886397608371,4.59641255605381,27.2038393533721,9002,13.7
"13584","2019","45055","Castilla - La Mancha","Toledo",13.7135922330097,"Rural areas",3.53855315407816,28.85,23.9349341595662,4.95739736638265,19.5098039215686,9238,12
"13586","2019","45056","Castilla - La Mancha","Toledo",20.629604822505,"Rural areas",4.79851185399083,27.01,10.2118003025719,15.8345940494201,42.7532939572921,7498,19.4
"13588","2019","45057","Castilla - La Mancha","Toledo",19.5652173913043,"Rural areas",3.14009323788791,17.07,21.7898832684825,0,18.9189189189189,10101,17.9
"13590","2019","45058","Castilla - La Mancha","Toledo",9.09090909090909,"Rural areas",3.35899625401065,43.84,38.7096774193548,0.537634408602151,17.0666666666667,9943,21.5
"13592","2019","45059","Castilla - La Mancha","Toledo",18.4266477675408,"Rural areas",2.99181599122934,44.02,20.2429149797571,4.49842555105713,21.9042056074766,9506,14.3
"13594","2019","45060","Castilla - La Mancha","Toledo",10.1694915254237,"Rural areas",3.00946983083898,42.36,33.160621761658,6.21761658031088,27.1676300578035,10531,20.4
"13596","2019","45061","Castilla - La Mancha","Toledo",13.7190082644628,"Rural areas",3.79110977354775,44.64,19.7161369947547,3.05461277383524,30.4045770331018,9007,18.5
"13598","2019","45062","Castilla - La Mancha","Toledo",18.1923522595597,"Rural areas",3.3325016389524,28.81,22.0742817098809,7.56832515767344,21.0431654676259,9069,14.7
"13600","2019","45063","Castilla - La Mancha","Toledo",13.840830449827,"Rural areas",2.2007006814512,71.02,44.2660550458716,1.8348623853211,25.6594724220624,10112,15.7
"13602","2019","45064","Castilla - La Mancha","Toledo",16.6451612903226,"Cities and suburbs",5.40547542467323,34.43,14.3088844836908,6.16327266174086,27.319854847071,10512,11.4
"13604","2019","45065","Castilla - La Mancha","Toledo",10.3448275862069,"Rural areas",1.06927659140452,94.03,71.5555555555555,0,23.6162361623616,10151,21.7
"13606","2019","45066","Castilla - La Mancha","Toledo",20.0976266621781,"Cities and suburbs",5.11375656999402,25.94,14.0457343887423,10.3166226912929,26.6842800528402,9045,14
"13608","2019","45067","Castilla - La Mancha","Toledo",13.5330005546312,"Rural areas",4.00442661039571,28.83,23.3753315649867,2.25464190981432,22.7351164797239,9721,13.5
"13610","2019","45068","Castilla - La Mancha","Toledo",9.15492957746479,"Rural areas",2.20434606792502,59.75,35.9223300970874,4.36893203883495,21.25,10957,16.8
"13612","2019","45069","Castilla - La Mancha","Toledo",17.9218967921897,"Rural areas",3.95065998769768,22.84,15.9130434782609,3.95652173913043,24.6886843530049,8844,17.9
"13614","2019","45070","Castilla - La Mancha","Toledo",14.9493243243243,"Rural areas",3.85460986246353,12.88,20.2566964285714,4.35267857142857,19.6215837421163,10677,10.9
"13616","2019","45071","Castilla - La Mancha","Toledo",7.3037542662116,"Rural areas",2.44088951627211,45.62,23.5529830810329,3.02760463045414,22.2888283378747,9415,19.6
"13618","2019","45072","Castilla - La Mancha","Toledo",14.591439688716,"Rural areas",2.15782954280756,71.37,30.5732484076433,4.07643312101911,27.8688524590164,9372,20.6
"13620","2019","45073","Castilla - La Mancha","Toledo",7.14285714285714,"Rural areas",3.45265178968011,104.91,37.2372372372372,0.600600600600601,21.8120805369127,10608,9
"13622","2019","45074","Castilla - La Mancha","Toledo",7.12074303405573,"Rural areas",2.51223548460383,67.25,38.3812010443864,1.30548302872063,21.0144927536232,9457,22.4
"13624","2019","45075","Castilla - La Mancha","Toledo",21.1111111111111,"Rural areas",-0.0735581996101357,55.69,34.0425531914894,0.709219858156028,23.7762237762238,12587,4.9
"13626","2019","45076","Castilla - La Mancha","Toledo",12.1761658031088,"Rural areas",3.25021185025374,45.36,22.5669957686883,2.96191819464034,33.4538878842676,10206,19.2
"13628","2019","45077","Castilla - La Mancha","Toledo",16.7048054919908,"Rural areas",3.25398187367754,22.11,18.5915492957746,3.38028169014085,23.0215827338129,10816,10.8
"13630","2019","45078","Castilla - La Mancha","Toledo",18.7222715173026,"Rural areas",2.98911050217487,34.41,23.7719830200121,2.24378411158278,18.1290790427846,9468,15
"13632","2019","45079","Castilla - La Mancha","Toledo",12.9151291512915,"Rural areas",NA,74.54,36.7396593673966,2.91970802919708,21.9512195121951,7840,25.4
"13634","2019","45080","Castilla - La Mancha","Toledo",0,"Rural areas",-1.11548449178544,47.54,33.3333333333333,0,0,NA,NA
"13636","2019","45081","Castilla - La Mancha","Toledo",20.8641891432842,"Cities and suburbs",6.224049452975,32.77,8.72499480861078,8.42389423409704,29.1972027972028,10839,11.1
"13638","2019","45082","Castilla - La Mancha","Toledo",11.9791666666667,"Rural areas",2.82712271881652,105.02,32.4324324324324,1.4609203798393,16.6666666666667,9955,10.3
"13640","2019","45083","Castilla - La Mancha","Toledo",25.4347826086956,"Rural areas",3.71347982209892,11.6,14.9867374005305,5.03978779840849,22.0338983050847,13635,7.7
"13642","2019","45084","Castilla - La Mancha","Toledo",13.3132530120482,"Rural areas",2.83446793958394,61.23,23.709740007761,1.59099728366317,25.6092157731502,8783,19
"13644","2019","45085","Castilla - La Mancha","Toledo",28.7756925826631,"Rural areas",4.67484720619255,24.01,13.6992040217847,9.88688730624215,32.6,8698,13.8
"13646","2019","45086","Castilla - La Mancha","Toledo",20.6521739130435,"Rural areas",2.67720659477154,54.31,24.7877758913413,2.03735144312394,29.2338709677419,8863,24.1
"13648","2019","45087","Castilla - La Mancha","Toledo",15.0360288230584,"Cities and suburbs",3.68624667146234,60.74,19.9751267578686,2.50645747632259,29.8760678618698,9266,12
"13650","2019","45088","Castilla - La Mancha","Toledo",20.4883859440143,"Rural areas",4.79938509752309,12.79,9.84762979683973,8.74717832957111,36.1229314420804,9105,14.6
"13652","2019","45089","Castilla - La Mancha","Toledo",12.1346324180691,"Rural areas",3.0643915161064,48.46,26.8621700879765,2.34604105571848,26.2876254180602,9945,19.9
"13654","2019","45090","Castilla - La Mancha","Toledo",18.2456140350877,"Rural areas",3.44484196768251,31.69,27.6762402088773,3.65535248041775,23.4375,9705,19.4
"13656","2019","45091","Castilla - La Mancha","Toledo",12.0879120879121,"Rural areas",1.78255393077535,37.84,32.648401826484,2.73972602739726,31.7258883248731,10382,15.6
"13658","2019","45092","Castilla - La Mancha","Toledo",14.2857142857143,"Rural areas",1.32289609069292,35.9,41.7004048582996,2.42914979757085,15.0862068965517,9896,7.9
"13660","2019","45093","Castilla - La Mancha","Toledo",9.75609756097561,"Rural areas",2.71762400072289,71.63,45.9119496855346,1.25786163522013,16.7741935483871,10389,20.8
"13662","2019","45094","Castilla - La Mancha","Toledo",14.0845070422535,"Rural areas",1.9076436290942,22.9,29.4117647058824,2.94117647058824,22.9974160206718,10735,13.3
"13664","2019","45095","Castilla - La Mancha","Toledo",16.8604651162791,"Rural areas",3.77709960547455,37.73,26.7303102625298,2.2673031026253,25.544267053701,9058,12.9
"13666","2019","45096","Castilla - La Mancha","Toledo",14.8148148148148,"Rural areas",1.74828874717909,25.44,19.2586623690572,2.01450443190975,19.6215139442231,10206,13.5
"13668","2019","45097","Castilla - La Mancha","Toledo",17.8329571106095,"Rural areas",3.32014688538874,78.77,26.1176470588235,1.01960784313725,19.7896749521989,9553,18.9
"13670","2019","45098","Castilla - La Mancha","Toledo",19.8055893074119,"Rural areas",2.69286378462712,40.64,27.9517163334591,5.20558279894379,24.4094488188976,10128,11.2
"13672","2019","45099","Castilla - La Mancha","Toledo",20.7816610296881,"Rural areas",4.11793046070049,42.79,10.9825455971759,3.37321043341832,31.7142857142857,9601,13.3
"13674","2019","45100","Castilla - La Mancha","Toledo",11.5646258503401,"Rural areas",2.49485378799334,41.96,35.0467289719626,0,20.2127659574468,9402,19.7
"13676","2019","45101","Castilla - La Mancha","Toledo",16.0307898259705,"Rural areas",3.95541779703663,87.58,20.160626029654,0.885502471169687,19.5953141640043,8789,14.3
"13678","2019","45102","Castilla - La Mancha","Toledo",19.6536144578313,"Rural areas",5.07393852535282,10.97,15.2615384615385,5.62051282051282,30.6009415674329,9212,14.6
"13680","2019","45103","Castilla - La Mancha","Toledo",8.69565217391304,"Rural areas",1.8952052792491,101.67,38.0597014925373,0,16.624685138539,9037,9
"13682","2019","45104","Castilla - La Mancha","Toledo",11.6766467065868,"Rural areas",3.7779592549942,53.74,23.2380952380952,3.04761904761905,24.2990654205608,9369,19.7
"13684","2019","45105","Castilla - La Mancha","Toledo",14.2857142857143,"Rural areas",2.98203696900395,81.92,41.871921182266,0.246305418719212,23.2142857142857,11316,18.4
"13686","2019","45106","Castilla - La Mancha","Toledo",12.832846589933,"Cities and suburbs",4.05437995780466,31.24,20.8787816423132,4.32187692940934,24.5463099879016,9615,13.7
"13688","2019","45107","Castilla - La Mancha","Toledo",18.640988372093,"Rural areas",4.0544346940141,11.48,11.2848689771767,2.9374471682164,23.1194350629414,12543,11.3
"13690","2019","45108","Castilla - La Mancha","Toledo",14.9214659685864,"Rural areas",2.60529940427308,87.63,32.7102803738318,5.23364485981308,19.056974459725,9497,13.2
"13692","2019","45109","Castilla - La Mancha","Toledo",18.1156121984524,"Rural areas",3.32525994411387,46.25,24.1064006650042,5.56940980881131,21.2278876170656,9145,13.7
"13694","2019","45110","Castilla - La Mancha","Toledo",17.1102661596958,"Rural areas",3.50348090073956,95.9,35.8186397984887,1.81360201511335,21.444568868981,9868,21.4
"13696","2019","45111","Castilla - La Mancha","Toledo",2.4390243902439,"Rural areas",0.864655417225536,95.97,70.3703703703704,0,23.0769230769231,NA,26.7
"13698","2019","45112","Castilla - La Mancha","Toledo",16.6529266281946,"Rural areas",3.1777144172151,54.6,24.3844320889595,1.07227958697379,35.1196670135276,8537,14.8
"13700","2019","45113","Castilla - La Mancha","Toledo",19.0588235294118,"Rural areas",1.77776977948611,65.51,35.042735042735,0.80721747388414,27.4151436031332,9452,14.9
"13702","2019","45114","Castilla - La Mancha","Toledo",9.40366972477064,"Rural areas",1.72626686688979,75.8,39.6468699839486,0.963081861958266,23.9795918367347,10912,19.5
"13704","2019","45115","Castilla - La Mancha","Toledo",20.4178537511871,"Rural areas",3.9407073862079,51.72,18.465829846583,7.81032078103208,21.6692789968652,10591,10.1
"13706","2019","45116","Castilla - La Mancha","Toledo",21.5759849906191,"Rural areas",3.24485079556754,19.63,20.6150341685649,7.63097949886105,25.9097525473071,9796,14.2
"13708","2019","45117","Castilla - La Mancha","Toledo",14.2342342342342,"Rural areas",1.95470810205496,52.34,22.2610722610723,1.04895104895105,18.8755020080321,8498,16.5
"13710","2019","45118","Castilla - La Mancha","Toledo",18.705035971223,"Rural areas",4.24333817043847,28.24,15.3184165232358,5.47332185886403,32.1446509291813,9040,15
"13712","2019","45119","Castilla - La Mancha","Toledo",19.1365711913657,"Cities and suburbs",5.10863556017364,28.02,10.1795185638515,7.26234190126479,37.0759531672171,9114,14.7
"13714","2019","45120","Castilla - La Mancha","Toledo",15.625,"Rural areas",2.06334939410457,58.71,44.3609022556391,0,19.3798449612403,13304,21.4
"13716","2019","45121","Castilla - La Mancha","Toledo",24.7150455927052,"Cities and suburbs",4.36254610962207,43.79,10.7614038113305,10.502716219712,30.2089464390818,9364,13.3
"13718","2019","45122","Castilla - La Mancha","Toledo",18.4204720935363,"Rural areas",5.2810645544746,9.06,11.2690355329949,6.11675126903553,23.1772831926324,13569,9.1
"13720","2019","45123","Castilla - La Mancha","Toledo",22.9377104377104,"Rural areas",4.6647789350312,40.61,6.26852062913152,3.30521996808753,30.4122038299253,12262,8.3
"13722","2019","45124","Castilla - La Mancha","Toledo",13.3215962441315,"Cities and suburbs",2.823953182343,27.29,21.5603382013836,1.92159877017679,21.6355140186916,10132,11.8
"13724","2019","45125","Castilla - La Mancha","Toledo",10.589519650655,"Rural areas",2.06808265040509,99.16,24.305033809166,1.50262960180316,19.0889370932755,10597,12
"13726","2019","45126","Castilla - La Mancha","Toledo",10.1190476190476,"Rural areas",2.41537634846033,45.18,24.4712990936556,1.51057401812689,32.3076923076923,10125,18.6
"13728","2019","45127","Castilla - La Mancha","Toledo",27.3519163763066,"Rural areas",3.77463487357402,27.63,16.7868177136972,4.01647785787848,26.1494252873563,9408,15.4
"13730","2019","45128","Castilla - La Mancha","Toledo",17.4863387978142,"Rural areas",4.76878605720916,25.48,14.7723846849563,3.43684051854085,32.8537170263789,9183,14.8
"13732","2019","45129","Castilla - La Mancha","Toledo",9.63855421686747,"Rural areas",1.49416683714158,52.47,55.8558558558559,2.7027027027027,29.7709923664122,12125,2.3
"13734","2019","45130","Castilla - La Mancha","Toledo",13.3047210300429,"Rural areas",1.93118710987444,91.25,35.5113636363636,5.11363636363636,20.1892744479495,10008,16.3
"13736","2019","45131","Castilla - La Mancha","Toledo",12,"Rural areas",1.94674251675022,59.28,33.4405144694534,0.964630225080386,17.0212765957447,9001,21.6
"13738","2019","45132","Castilla - La Mancha","Toledo",23.7467018469657,"Rural areas",4.19964847772505,67.81,11.9148936170213,1.08019639934534,25.1251706873009,13570,8.6
"13740","2019","45133","Castilla - La Mancha","Toledo",18.4077312471238,"Rural areas",3.1888256109208,21.26,17.7754677754678,7.40644490644491,26.063639613872,9554,13.4
"13742","2019","45134","Castilla - La Mancha","Toledo",20.4669260700389,"Rural areas",4.70696952548995,30.47,19.9185151652331,8.69171570846537,23.8456672991777,8854,12.9
"13744","2019","45135","Castilla - La Mancha","Toledo",12.9990993695587,"Cities and suburbs",3.88557430250745,81.48,22.5812693498452,1.06424148606811,21.7615366596393,8367,13.1
"13746","2019","45136","Castilla - La Mancha","Toledo",15.4554034922133,"Cities and suburbs",4.01852092427206,31.73,18.4709324513421,7.34003307467243,30.0085543199316,9552,13.7
"13748","2019","45137","Castilla - La Mancha","Toledo",13.6524822695035,"Rural areas",2.86375397441887,59.16,20.0934579439252,2.71028037383178,35.6608478802993,8408,17.2
"13750","2019","45138","Castilla - La Mancha","Toledo",14.4994246260069,"Rural areas",7.1498585176991,99.53,26.5650080256822,1.92616372391653,19.6150320806599,9917,18.8
"13752","2019","45139","Castilla - La Mancha","Toledo",3.44827586206897,"Rural areas",1.2103254716859,99.34,56.4102564102564,0.641025641025641,16.7664670658683,11930,12.5
"13754","2019","45140","Castilla - La Mancha","Toledo",12.3699421965318,"Rural areas",3.66522792633428,24.77,20.4907161803714,5.83554376657825,23.3670653173873,9536,9.1
"13756","2019","45141","Castilla - La Mancha","Toledo",11.6490166414523,"Rural areas",2.24715787169813,75.87,28.2961460446247,1.62271805273834,20.814479638009,9488,17.6
"13758","2019","45142","Castilla - La Mancha","Toledo",13.2159315339039,"Cities and suburbs",4.83255176644078,90.61,16.6455122393472,2.76518585675431,23.662472995298,9209,15.3
"13760","2019","45143","Castilla - La Mancha","Toledo",14.9674620390456,"Rural areas",4.59495758160792,37.11,20.694171578258,4.06024885396202,24.7008547008547,8954,14.3
"13762","2019","45144","Castilla - La Mancha","Toledo",9.47546531302877,"Rural areas",2.84182905014586,65.06,33.1887201735358,3.03687635574837,20.8173690932312,9001,22.2
"13764","2019","45145","Castilla - La Mancha","Toledo",18.5010482180294,"Rural areas",4.9220065663267,20.42,12.8108869075551,23.5100891600188,33.9181286549708,8659,13.8
"13766","2019","45146","Castilla - La Mancha","Toledo",16.4705882352941,"Rural areas",0.768098426962492,66.38,50.9615384615385,0,21.4953271028037,12288,22.4
"13768","2019","45147","Castilla - La Mancha","Toledo",17.8137651821862,"Rural areas",3.1313795567834,16.93,16.6223404255319,3.19148936170213,22.5473321858864,10425,13.5
"13770","2019","45148","Castilla - La Mancha","Toledo",9.61538461538462,"Rural areas",0.720528199033109,77.08,50.1779359430605,0.711743772241993,23.6301369863014,11430,15.5
"13772","2019","45149","Castilla - La Mancha","Toledo",8.86363636363636,"Rural areas",2.06456577642525,52.06,33.7620578778135,3.69774919614148,19.7841726618705,10357,14.8
"13774","2019","45150","Castilla - La Mancha","Toledo",8.80503144654088,"Rural areas",2.06190513839798,62.12,32.8859060402685,2.01342281879195,19.6388261851016,8453,26.3
"13776","2019","45151","Castilla - La Mancha","Toledo",8.35266821345708,"Rural areas",1.67751592899497,38.83,33.7078651685393,6.03932584269663,27.8546712802768,9496,13.9
"13778","2019","45152","Castilla - La Mancha","Toledo",11.7913832199546,"Rural areas",1.81505849138788,54.87,34.8909657320872,3.73831775700935,21.9761499148211,10044,15.6
"13780","2019","45153","Castilla - La Mancha","Toledo",21.8597063621533,"Rural areas",2.87199456216138,46.69,26.3574660633484,2.09276018099548,22.1052631578947,9448,16.2
"13782","2019","45154","Castilla - La Mancha","Toledo",19.7552447552448,"Rural areas",3.73615963944121,65.3,17.8096757044125,1.06326422115896,27.7294038847957,11166,15.5
"13784","2019","45155","Castilla - La Mancha","Toledo",9.92063492063492,"Rural areas",2.89893083364216,60.88,40.2266288951841,0.84985835694051,18.0281690140845,10617,16.6
"13786","2019","45156","Castilla - La Mancha","Toledo",13.3163079168187,"Rural areas",2.74857869793422,71.28,23.2744005812545,0.920319689997578,19.3255131964809,9703,10.1
"13788","2019","45157","Castilla - La Mancha","Toledo",23.3228840125392,"Rural areas",3.16558649429765,40.82,17.4732055862293,6.17083468658655,31.5789473684211,9748,12.7
"13790","2019","45158","Castilla - La Mancha","Toledo",16.4156626506024,"Rural areas",3.80163708469468,39.29,18.6404183328207,3.5681328821901,29.315831344471,8817,16.6
"13792","2019","45159","Castilla - La Mancha","Toledo",24.3243243243243,"Rural areas",1.82986206286439,77.15,37.5,1.04166666666667,16.6666666666667,NA,8.2
"13794","2019","45160","Castilla - La Mancha","Toledo",18.936877076412,"Rural areas",4.06160286785713,75.6,20.5438066465257,0.755287009063444,21.190261496844,10545,18.4
"13796","2019","45161","Castilla - La Mancha","Toledo",22.0467409165602,"Cities and suburbs",5.89101100612635,38.7,5.6860847687246,11.0354170698665,34.2074506939372,9880,9.5
"13798","2019","45162","Castilla - La Mancha","Toledo",11.9402985074627,"Rural areas",1.06995022678489,89.06,44.7214076246334,1.61290322580645,26.1584454409567,11236,12.5
"13800","2019","45163","Castilla - La Mancha","Toledo",17.4703557312253,"Cities and suburbs",5.22479593432979,25.44,18.1169241890304,5.76488659980121,28.3923837069173,9913,12.8
"13802","2019","45164","Castilla - La Mancha","Toledo",11.9718309859155,"Rural areas",2.2732028132531,75.32,44.2622950819672,1.09289617486339,10.989010989011,10529,21.8
"13804","2019","45165","Castilla - La Mancha","Toledo",17.1972207375735,"Cities and suburbs",6.10676318857211,71.91,17.8356929642639,4.53624560940815,29.1761667118417,10008,19.2
"13806","2019","45166","Castilla - La Mancha","Toledo",7.30557737627651,"Rural areas",2.18638256809953,46.68,23.4642497482377,6.39476334340383,19.2949907235622,9931,12
"13808","2019","45167","Castilla - La Mancha","Toledo",9.39716312056738,"Rural areas",2.50423796751595,96.81,28.5714285714286,1.64399092970522,20.5555555555556,9199,13.1
"13810","2019","45168","Castilla - La Mancha","Toledo",15.5594685449016,"Cities and suburbs",5.90157245560037,0,15.9061185536036,5.82517408363084,24.2262574321067,14284,8.6
"13812","2019","45169","Castilla - La Mancha","Toledo",13.4328358208955,"Rural areas",2.19706683468939,95.75,25.5924170616114,1.8957345971564,25.9259259259259,10067,14
"13814","2019","45170","Castilla - La Mancha","Toledo",12.0805369127517,"Rural areas",1.15448213676143,70.47,45.0892857142857,2.67857142857143,22.8070175438597,10159,25.9
"13816","2019","45171","Castilla - La Mancha","Toledo",17.7755710029791,"Rural areas",3.47476139218602,37.45,24.1905925473427,2.19914477703115,23.9529757531227,10007,12
